visit_places,rating,visit_place_summary,best_time,state_name,no_of_turist_attration,tokenized_summary
digha,4.0,beach town situated shores bay bengal digha popular tourist destination known untouched beaches scenic views especially among people west bengal,july to march,west bengal,9,"['beach', 'town', 'situated', 'shores', 'bay', 'bengal', 'digha', 'popular', 'tourist', 'destination', 'known', 'untouched', 'beaches', 'scenic', 'views', 'especially', 'among', 'people', 'west', 'bengal']"
dooars,4.1,starting river teesta east river sankoshi west dooars local name given floodplains northeast india around bhutan name dooars emerged door dooars gateway bhutan,throughout the year,west bengal,4,"['starting', 'river', 'teesta', 'east', 'river', 'sankoshi', 'west', 'dooars', 'local', 'name', 'given', 'floodplains', 'northeast', 'india', 'around', 'bhutan', 'name', 'dooars', 'emerged', 'door', 'dooars', 'gateway', 'bhutan']"
kalimpong,4.1,kalimpong virgin hill station west bengal renowned panoramic valley views buddhists monasteries churches tibetan handicrafts etc,"march to june, september to december",west bengal,24,"['kalimpong', 'virgin', 'hill', 'station', 'west', 'bengal', 'renowned', 'panoramic', 'valley', 'views', 'buddhists', 'monasteries', 'churches', 'tibetan', 'handicrafts', 'etc']"
murshidabad,3.8,nawabs prebritish era lords england murshidabad seen history core small tourist west bengal serves place manages combine beauty past beliefs present,october to march,west bengal,15,"['nawabs', 'prebritish', 'era', 'lords', 'england', 'murshidabad', 'seen', 'history', 'core', 'small', 'tourist', 'west', 'bengal', 'serves', 'place', 'manages', 'combine', 'beauty', 'past', 'beliefs', 'present']"
kurseong,4.1,also known land white orchids kurseong hill station located close darjeeling famous waterfalls temples buddhist gompas apart excellent view place provides,"april to may, august to october",west bengal,9,"['also', 'known', 'land', 'white', 'orchids', 'kurseong', 'hill', 'station', 'located', 'close', 'darjeeling', 'famous', 'waterfalls', 'temples', 'buddhist', 'gompas', 'apart', 'excellent', 'view', 'place', 'provides']"
navadvipa,4.0,blanketed away commotion west bengal nabadwip mayapur cluster nine islands located banks ganges place one religious shrines whose spirit devotion palpable,october to march,west bengal,8,"['blanketed', 'away', 'commotion', 'west', 'bengal', 'nabadwip', 'mayapur', 'cluster', 'nine', 'islands', 'located', 'banks', 'ganges', 'place', 'one', 'religious', 'shrines', 'whose', 'spirit', 'devotion', 'palpable']"
durgapur,4.3,often touted steel capital east india durgapur embodiment quintessential bengali town total population less half million durgapur burdwan district west bengal bank damodar river 170 kms city kolkata,november to march,west bengal,10,"['often', 'touted', 'steel', 'capital', 'east', 'india', 'durgapur', 'embodiment', 'quintessential', 'bengali', 'town', 'total', 'population', 'less', 'half', 'million', 'durgapur', 'burdwan', 'district', 'west', 'bengal', 'bank', 'damodar', 'river', '170', 'kms', 'city', 'kolkata']"
haldia,4.3,often considered mere river port assisting kolkata haldia offer india foreign trade rich collection heritage locations temples local markets haldia geared upto next major tourist hub west bengal,october to march,west bengal,11,"['often', 'considered', 'mere', 'river', 'port', 'assisting', 'kolkata', 'haldia', 'offer', 'india', 'foreign', 'trade', 'rich', 'collection', 'heritage', 'locations', 'temples', 'local', 'markets', 'haldia', 'geared', 'upto', 'next', 'major', 'tourist', 'hub', 'west', 'bengal']"
shantiniketan,4.3,known mainly rabindranath tagores home university santiniketan small town located birbhum district west bengal town comprises mainly visva bharati university,mid august to march,west bengal,15,"['known', 'mainly', 'rabindranath', 'tagores', 'home', 'university', 'santiniketan', 'small', 'town', 'located', 'birbhum', 'district', 'west', 'bengal', 'town', 'comprises', 'mainly', 'visva', 'bharati', 'university']"
raichak,3.7,located 50 kms away kolkata yet world apart raichak riverside town nothing short breathe fresh air ultra urban commercialized surrounding,october to march,west bengal,8,"['located', '50', 'kms', 'away', 'kolkata', 'yet', 'world', 'apart', 'raichak', 'riverside', 'town', 'nothing', 'short', 'breathe', 'fresh', 'air', 'ultra', 'urban', 'commercialized', 'surrounding']"
bakkhali,3.7,wrapped commotion west bengal yet world bakkhali small beach town located west bengal coast wish perfect beach getaway doesnt include ear ripping music alcohol laden evenings bakkhali place,october to march,west bengal,6,"['wrapped', 'commotion', 'west', 'bengal', 'yet', 'world', 'bakkhali', 'small', 'beach', 'town', 'located', 'west', 'bengal', 'coast', 'wish', 'perfect', 'beach', 'getaway', 'doesnt', 'include', 'ear', 'ripping', 'music', 'alcohol', 'laden', 'evenings', 'bakkhali', 'place']"
lataguri,4.3,located outskirts national park lataguri perfect place set free wild child wildlife pristine uncultivated form open fields sun camera place doesnt appease senses things world,november to march,west bengal,8,"['located', 'outskirts', 'national', 'park', 'lataguri', 'perfect', 'place', 'set', 'free', 'wild', 'child', 'wildlife', 'pristine', 'uncultivated', 'form', 'open', 'fields', 'sun', 'camera', 'place', 'doesnt', 'appease', 'senses', 'things', 'world']"
bankura,3.4,much historical significance bankura town famous hills temples treat adventure sports enthusiasts trekkers hikers,october to march,west bengal,9,"['much', 'historical', 'significance', 'bankura', 'town', 'famous', 'hills', 'temples', 'treat', 'adventure', 'sports', 'enthusiasts', 'trekkers', 'hikers']"
bishnupur,4.3,small town west bengal famous terracota temples bishnupur famous among tourists especially rich culture including architecture music handicraft,october to march,west bengal,12,"['small', 'town', 'west', 'bengal', 'famous', 'terracota', 'temples', 'bishnupur', 'famous', 'among', 'tourists', 'especially', 'rich', 'culture', 'including', 'architecture', 'music', 'handicraft']"
cooch behar,3.0,cooch behar province koch dynasty small planned town north west bengal coch behar makes good option weekend getaways ecotourists along inclination towards history archaeology,throughout the year,west bengal,5,"['cooch', 'behar', 'province', 'koch', 'dynasty', 'small', 'planned', 'town', 'north', 'west', 'bengal', 'coch', 'behar', 'makes', 'good', 'option', 'weekend', 'getaways', 'ecotourists', 'along', 'inclination', 'towards', 'history', 'archaeology']"
lolegaon,5.0,located 120 kms siliguri lava lolegaon merely 25 kms apart two pristine villages offer beautiful snow capped mountains ancient buddhist monasteries among enthralling sights want experience nature nature intended perfect getaway,october to june,west bengal,10,"['located', '120', 'kms', 'siliguri', 'lava', 'lolegaon', 'merely', '25', 'kms', 'apart', 'two', 'pristine', 'villages', 'offer', 'beautiful', 'snow', 'capped', 'mountains', 'ancient', 'buddhist', 'monasteries', 'among', 'enthralling', 'sights', 'want', 'experience', 'nature', 'nature', 'intended', 'perfect', 'getaway']"
bardhaman,3.2,convergence religion nature manmade marvels proverbial old world charm bardhaman ideal fit weekend getaway,october to march,west bengal,14,"['convergence', 'religion', 'nature', 'manmade', 'marvels', 'proverbial', 'old', 'world', 'charm', 'bardhaman', 'ideal', 'fit', 'weekend', 'getaway']"
mukutmanipur,3.5,popular weekend getaway kolkata locals mukutmanipur bankura district kolkata serene town lush green forests clear blue water green hills backdrop,october to march,west bengal,4,"['popular', 'weekend', 'getaway', 'kolkata', 'locals', 'mukutmanipur', 'bankura', 'district', 'kolkata', 'serene', 'town', 'lush', 'green', 'forests', 'clear', 'blue', 'water', 'green', 'hills', 'backdrop']"
malda,3.0,mood revisit roots malda picture perfect place located confluence rivers mahanadi kalindi interiors west bengal 350 km kolkata charming town malda famous mango orchards also ri,"october to november, february to march",west bengal,14,"['mood', 'revisit', 'roots', 'malda', 'picture', 'perfect', 'place', 'located', 'confluence', 'rivers', 'mahanadi', 'kalindi', 'interiors', 'west', 'bengal', '350', 'km', 'kolkata', 'charming', 'town', 'malda', 'famous', 'mango', 'orchards', 'also', 'ri']"
shankarpur,4.1,money pumped beaches around world turn synthetic poolsides shankarpur gives luxury experiencing thrill isolated beaches calming winds typical old world charm,october to apr,west bengal,3,"['money', 'pumped', 'beaches', 'around', 'world', 'turn', 'synthetic', 'poolsides', 'shankarpur', 'gives', 'luxury', 'experiencing', 'thrill', 'isolated', 'beaches', 'calming', 'winds', 'typical', 'old', 'world', 'charm']"
mayapur,4.2,standing junction river ganga jalangi mayapur laidback city lovely views plenty temples making ideal multitudes team,july to march,west bengal,5,"['standing', 'junction', 'river', 'ganga', 'jalangi', 'mayapur', 'laidback', 'city', 'lovely', 'views', 'plenty', 'temples', 'making', 'ideal', 'multitudes', 'team']"
tarapith,3.4,tarapith famous hindu pilgrimage state west bengal shakti peetha believed spot satis third eye fell tara another form sati worshipped temple,september to march,west bengal,3,"['tarapith', 'famous', 'hindu', 'pilgrimage', 'state', 'west', 'bengal', 'shakti', 'peetha', 'believed', 'spot', 'satis', 'third', 'eye', 'fell', 'tara', 'another', 'form', 'sati', 'worshipped', 'temple']"
purulia,4.4,western district state west bengal purulia beautiful destination blessed mesmerizing natural beauty,october to march,west bengal,7,"['western', 'district', 'state', 'west', 'bengal', 'purulia', 'beautiful', 'destination', 'blessed', 'mesmerizing', 'natural', 'beauty']"
jalpaiguri,3.6,bordered bhutan north bangladesh south name jalpaiguri translates town olive jalpai meaning olive guri meaning place history naming goes back 1900s owing rich plantations olive city district headquarters jalpa,october to march,west bengal,5,"['bordered', 'bhutan', 'north', 'bangladesh', 'south', 'name', 'jalpaiguri', 'translates', 'town', 'olive', 'jalpai', 'meaning', 'olive', 'guri', 'meaning', 'place', 'history', 'naming', 'goes', 'back', '1900s', 'owing', 'rich', 'plantations', 'olive', 'city', 'district', 'headquarters', 'jalpa']"
jaldhaka,2.5,jaldhaka valley town hidden hills darjeeling takes back time nature man cared place one combine beauty relaxation trip thrill adventure getaway,october to march,west bengal,7,"['jaldhaka', 'valley', 'town', 'hidden', 'hills', 'darjeeling', 'takes', 'back', 'time', 'nature', 'man', 'cared', 'place', 'one', 'combine', 'beauty', 'relaxation', 'trip', 'thrill', 'adventure', 'getaway']"
chandannagar,4.3,wrapped interiors west bengal hooghly district small yet significant town chandan nagar small town could place present day kolkata history gone planned unique formidable history perhaps india,october to february,west bengal,6,"['wrapped', 'interiors', 'west', 'bengal', 'hooghly', 'district', 'small', 'yet', 'significant', 'town', 'chandan', 'nagar', 'small', 'town', 'could', 'place', 'present', 'day', 'kolkata', 'history', 'gone', 'planned', 'unique', 'formidable', 'history', 'perhaps', 'india']"
midnapore,3.3,interiors west bengal yet another treasure midnapore town medinipur locally known midnapore combines beauty indias multi religion culture exuberance ancient history,october to february,west bengal,11,"['interiors', 'west', 'bengal', 'yet', 'another', 'treasure', 'midnapore', 'town', 'medinipur', 'locally', 'known', 'midnapore', 'combines', 'beauty', 'indias', 'multi', 'religion', 'culture', 'exuberance', 'ancient', 'history']"
jaldapara national park,4.8,situated eastern foothills himalayas jaldapara wildlife sanctuary along gorumara national park famous one horned rhinoceros elephants bengal tigers spotted deers barking deers sambhar deers bison wild pig hog deer bison,september to may,west bengal,,"['situated', 'eastern', 'foothills', 'himalayas', 'jaldapara', 'wildlife', 'sanctuary', 'along', 'gorumara', 'national', 'park', 'famous', 'one', 'horned', 'rhinoceros', 'elephants', 'bengal', 'tigers', 'spotted', 'deers', 'barking', 'deers', 'sambhar', 'deers', 'bison', 'wild', 'pig', 'hog', 'deer', 'bison']"
ganga sagar (sagardwip),3.9,sagardwip small island part sunderbans group islands sagardwip confluence holy river ganga ganges bay bengal making one popular religious havens country,october to march,west bengal,7,"['sagardwip', 'small', 'island', 'part', 'sunderbans', 'group', 'islands', 'sagardwip', 'confluence', 'holy', 'river', 'ganga', 'ganges', 'bay', 'bengal', 'making', 'one', 'popular', 'religious', 'havens', 'country']"
rajabhatkhawa,2.5,known largely adjacent buxa tiger reserve rajabhatkawa offer addition tiger reserve beautiful ancient temples nature centers much,october to march,west bengal,9,"['known', 'largely', 'adjacent', 'buxa', 'tiger', 'reserve', 'rajabhatkawa', 'offer', 'addition', 'tiger', 'reserve', 'beautiful', 'ancient', 'temples', 'nature', 'centers', 'much']"
howrah,1.0,howrah often referred doorway twin city kolkata bustling yet appealing town located western bank mesmerising river hooghly flowing west bengal one mention name even nonvisitor would immediately envision image howrah bridge whi,october - march,west bengal,19,"['howrah', 'often', 'referred', 'doorway', 'twin', 'city', 'kolkata', 'bustling', 'yet', 'appealing', 'town', 'located', 'western', 'bank', 'mesmerising', 'river', 'hooghly', 'flowing', 'west', 'bengal', 'one', 'mention', 'name', 'even', 'nonvisitor', 'would', 'immediately', 'envision', 'image', 'howrah', 'bridge', 'whi']"
asansol,4.5,asansol second biggest city west bengal kolkata also one busiest commercial centres india populated city west bengal located approximately 200 km kolkata west bengal ’ capital city ’ economy primarily dependant coal st,september to march,west bengal,,"['asansol', 'second', 'biggest', 'city', 'west', 'bengal', 'kolkata', 'also', 'one', 'busiest', 'commercial', 'centres', 'india', 'populated', 'city', 'west', 'bengal', 'located', 'approximately', '200', 'km', 'kolkata', 'west', 'bengal', '’', 'capital', 'city', '’', 'economy', 'primarily', 'dependant', 'coal', 'st']"
bagdogra,5.0,bagdogra small hill station town resting foothills himalayas darjeeling district west bengal often regarded gateway town northeast india himalayas bagdogra famous tea estates abundance greenery town becomes mesmerisi,july to february,west bengal,,"['bagdogra', 'small', 'hill', 'station', 'town', 'resting', 'foothills', 'himalayas', 'darjeeling', 'district', 'west', 'bengal', 'often', 'regarded', 'gateway', 'town', 'northeast', 'india', 'himalayas', 'bagdogra', 'famous', 'tea', 'estates', 'abundance', 'greenery', 'town', 'becomes', 'mesmerisi']"
