visiting_places,visiting_places_rating,distance_from_city_center,cities_name,city_rating,city_type,city_visit_time,no_of_tourist_attration,states_name,state_categories,state_visit_time
hazratbal shrine,4.3,6.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
char chinar,4.2,7.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
jamia masjid srinagar,3.3,5.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
lal chowk,3.57,51.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
hari parbat,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
doodhpathri,3.57,34.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
shopping in srinagar,4.7,4.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
nehru garden srinagar,4.1,5.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
sps museum,3.57,2.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
badamwari garden,3.57,4.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
dastgeer sahib,3.57,2.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
challi point,3.3,4.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
burzhama ruins,3.57,11.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
shree kheer bhawani durga temple,3.57,17.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
tarsar marsar trek,3.5,11.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
apple orchards in srinagar,3.57,12.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
dachigam national park,3.3,23.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
makhdoom sahib shrine,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
charar-i-sharief,3.57,25.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
wular lake,4.6,37.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
baramulla,4.2,44.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
salim ali national park,3.57,0.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
shah e hamdan r.h mosque,3.3,2.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
amarnath cave,3.57,66.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
anantnag,3.3,51.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
chatti padshahi gurudwara,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
kathi darwaza,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
sangeen darwaza,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
zero bridge,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
pathar masjid,3.57,4.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
gurez valley,3.57,63.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
anchar lake,3.57,9.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
jhelum view park,3.57,3.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
avantipur temple,3.57,24.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
manasbal lake,3.57,23.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
achabal gardens,3.57,58.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
naseem bagh,3.57,7.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
gulmarg gondola,4.4,4.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
alpather lake,4.1,7.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
apharwat peak,4.3,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
drung waterfall (frozen waterfall),4.2,3.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
kongdori phase 1,4.0,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
skiing in gulmarg,4.3,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
outer circle walk gulmarg,4.1,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
maharani temple,4.2,1.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
gulmarg ski shop,3.57,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
tangmarg,4.5,3.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
khilanmarg,4.2,5.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
seven springs,3.57,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
strawberry valley,3.57,15.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
st mary's church,3.3,1.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
gulmarg biosphere reserve,3.3,4.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
gulmarg golf course,3.3,1.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
baba reshi shrine,3.9,23.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
ningle nallah,3.3,8.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
miasa cafe,3.57,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
kanchenjunga museum,3.3,86.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
snowmobile ride,3.57,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
imambara goom,3.3,18.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
ferozpur nallah,3.3,5.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
gulmarg snow festival,3.2,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
sledge ride in gulmarg,3.57,2.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
"children's park, gulmarg",3.57,1.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
shopping in gulmarg,3.0,1.0,gulmarg,4.6,hilly type,autumn_to_summer,30.0,jammu and kashmir,natural_and_scenic_state,summer
aru valley,4.2,11.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
chandanwari,3.57,0.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
baisaran,3.57,53.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
betaab valley,4.2,6.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
kolahoi glacier,3.4,16.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
lidder river,4.1,30.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
sheshnag lake,3.57,15.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
river rafting in pahalgam,3.9,31.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
lolab valley,3.5,6.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
trekking in pahalgam,3.1,2.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
tulian lake,3.1,8.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
shopping in pahalgam,3.0,0.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
lidder amusement park,3.57,1.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
mamleshwar temple,3.1,0.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
skiing in pahalgam,3.5,73.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
amarnath yatra,3.1,2.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
panchtarni,3.1,25.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
golf course pahalgam,3.1,1.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
overa-aru wildlife sanctuary,3.57,3.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
wadiy e hajan,3.57,6.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
lidder amusement park,3.57,1.0,pahalgam,4.5,hilly type,throughout_the_year,21.0,jammu and kashmir,natural_and_scenic_state,summer
magnetic hill,4.3,20.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
khardung la,4.3,15.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
leh palace,4.3,15.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
shanti stupa,4.3,15.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
likir monastery,3.6,52.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
namgyal tsemo monastery,3.5,15.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
sankar gompa,3.2,6.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
hall of fame ladakh,3.3,4.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
spituk monastery,4.2,8.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
stok palace,3.6,15.0,leh,4.1,hilly type,summer_to_autumn,10.0,jammu and kashmir,natural_and_scenic_state,summer
pangong lake,4.9,15.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
zanskar valley,4.8,93.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
khardung la,4.6,139.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
magnetic hill,4.1,115.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
nubra valley,4.7,150.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
shanti stupa,4.5,135.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
stok palace,4.2,131.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
tso moriri,4.7,28.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
hall of fame leh,4.5,131.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
thiksey monastery,4.7,142.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
sangam,4.6,36.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
shey monastery and palace,4.2,139.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
hemis monastery,4.6,146.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
rafting in ladakh,4.2,113.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
pathar sahib gurudwara,4.1,117.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
kargil,4.5,63.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
likir monastery,4.3,106.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
alchi monastery,4.5,100.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
spituk monastery,4.2,130.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
diskit monastery,4.3,145.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
leh palace,4.3,136.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
hemis national park,4.6,15.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
chadar trek,4.7,99.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
hunder village,4.5,139.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
taglang la,4.4,135.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
turtuk,4.5,114.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
hundur monastery,4.0,142.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
phugtal monastery,4.7,127.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
lamayuru,4.5,68.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
chang la pass,4.3,15.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
chemrey monastery,4.2,15.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
namgyal tsemo monastery,4.2,136.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
sankar gompa,4.0,136.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
druk white lotus school,4.4,140.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
changthang wildlife sanctuary,4.5,15.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
nyoma,3.57,150.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
chumathang hot spring,3.57,138.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
panamik hot springs,4.1,140.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
yarab tso lake,4.2,134.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
"moonland, lamayuru",4.3,67.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
darcha padum trek,3.57,91.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
maitreya buddha,4.6,145.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
shyok valley,4.5,110.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
samstanling monastery,4.2,96.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
"lamayuru monastery, lamayuru",4.2,68.0,ladakh,4.1,hilly type,summer_to_autumn,52.0,jammu and kashmir,natural_and_scenic_state,summer
"raghunath temple, jammu",4.3,1.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
vaishno devi,4.7,32.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
ranbireshwar temple,4.2,1.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
bagh-e-bahu,4.2,2.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
mubarak mandi palace,4.5,2.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
amar mahal museum,4.2,3.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
dogra art museum,4.5,2.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
surinsar lake,4.4,18.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
nathatop,4.2,54.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
bhairavnath temple,3.9,33.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
bahu fort,4.4,2.0,jammu,4.1,hilly type,autumn_to_winter,31.0,jammu and kashmir,natural_and_scenic_state,summer
