visit_places,rating,city_names,visit_place_summary
2. Chota Imambara,"4.2
 /5","5 km  from city center 
 
 2 out of 47 Places To Visit in Lucknow","The Chhota Imambara, or the Imambara of Hussainabad, is one of the most beautiful and attractive buildings in the old city of Lucknow in Uttar Pradesh. This imposing monument lies to the west of Bara Imambara and is a true sight to behold. The Chhota Imambara was initially a congregation hall for Shia Muslims that was built by Muhammad Ali Shah, who was the third Nawab of Awadh, in 1838. The Imambara was to serve as his own mausoleum as well as that of his mother, who is buried beside him in this prestigious monument."
3. British Residency,"3.2
 /5","3 km  from city center 
 
 3 out of 47 Places To Visit in Lucknow",The British Residency of Lucknow served as a refuge for several Britishers during the uprising on 1857. The fort is now in ruins and a cemetery nearby contains the graves of the hundreds of Britishers who died during the siege. The ruins are now protected by the Archaeological Survey of India.
4. Marine Drive Lucknow,,"2 km  from city center 
 
 4 out of 47 Places To Visit in Lucknow","Marine Drive is named after the famous Marine Drive in Mumbai. It is a picturesque strip of road adjacent to the River Gomti in Gomti Nagar, Lucknow. The spot is popular among the young crowd as a hangout place. Apart from that, people use it for jogging, cycling and similar activities. The path is sprinkled with benches to sit and relax."
5. Rumi Darwaza,"3.5
 /5","4 km  from city center 
 
 5 out of 47 Places To Visit in Lucknow","The Rumi Darwaza was built in 1784-86 and is a 60 feet high entrance, with no visible supporting fittings. It is also known as the Turkish Gate and displays Awadhi architectural style."
6. Ambedkar Memorial Park,"3.2
 /5","6 km  from city center 
 
 6 out of 47 Places To Visit in Lucknow","The Ambedkar Memorial Park was constructed by the Mayawati Government in Gomti Nagar, Lucknow. The park was built to commemorate the people who dedicated their life to equality and human justice like Dr. Bhimrao Ambedkar, Kanshi Ram and others. With a budget of a whopping seven billion rupees, the park is one of the loveliest things to see in Lucknow."
7. Lucknow Zoo,"4.2
 /5","1 km  from city center 
 
 7 out of 47 Places To Visit in Lucknow",The Prince of Wales Zoological Gardens was built in 1921 was built to commemorate the Royal family's visit to Lucknow.
8. Hazratganj Market,"3.5
 /5","0 km  from city center 
 
 8 out of 47 Places To Visit in Lucknow","Hazratganj, the central shopping district of Lucknow, has a long history behind it and has undergone a great makeover that bridges the past and the present and continues to serve as Lucknow's central shopping arcade."
9. Indira Gandhi Planetarium Lucknow,,9 out of 47 Places To Visit in Lucknow,"Situated at the Surajkund Park neighbourhood of Lucknow, on the banks of the River Gomti, Indira Gandhi Planetarium is also popularly known as Taramandal Show. The highlights are the science and astronomy shows, 3D models and exhibitions."
10. Shah Najaf Imambara,,"1 km  from city center 
 
 10 out of 47 Places To Visit in Lucknow",Shah Najaf Imambara is a Muslim monument centrally located in Lucknow city at Rana Pratap Road. The dome-shaped monument houses the graves of Nawab Ghazi - Ud - Din Haider and his three wives.
11. Moti Mahal Palace Lucknow,,"0 km  from city center 
 
 11 out of 47 Places To Visit in Lucknow","Built by Nawab Saadat Ali Khan, the Moti Mahal is popularly known as the Pearl Palace. This historical monument located on the banks of river Gomti is constructed next to Mubarak Manzil and Shah Manzil. A former residence of the Nawabs of Lucknow during the time, Moti Mahal was initially a part of the Qaisar Bagh complex."
12. Ramakrishna Math Lucknow,,"3 km  from city center 
 
 12 out of 47 Places To Visit in Lucknow","A monastery and shrine established in Nirala Nagar, the Ramakrishna Math is an all-monk institution dedicated to Sri Ramakrishna . With the motto of ""For one's own salvation, and for the welfare of the world"", this building has a shrine adjacent to the institute."
13. Bithoor,,"72 km  from city center 
 
 13 out of 47 Places To Visit in Lucknow","Bithoor is a quaint little town nestled away in the Kanpur district of Uttar Pradesh, acclaimed for being an important hub of pilgrimage for Hindus. Along with its religious significance, Bithoor also has a good share of historical places of interest. Bithoor is immersed in local legends, religious myths, primeval artifacts and ancient ruins. The town was said to be the residence of Lav and Kush, prominent figures in the Hindu mythology of Ramayana."
14. Dream World Amusement Park,,"7 km  from city center 
 
 14 out of 47 Places To Visit in Lucknow","Dream World Water Amusement Park is a one-stop destination for a day full of fun, thrill and enjoyment. Boasting of umpteen rides and activities and fun games, the park is a hot pick and top favourite of the teenagers and the adults alike."
15. Constantia (La Martiniere School),"3.5
 /5","2 km  from city center 
 
 15 out of 47 Places To Visit in Lucknow","One of the historical landmarks of Lucknow with its English past, the La Martinere School started in 1845. It houses the tomb of French Major-General Claude Martin as he resided there."
16. Anandi Water Park,,"14 km  from city center 
 
 16 out of 47 Places To Visit in Lucknow","Located on the outskirts of Lucknow along the Faizabad Road, Anandi Water Park is one of the largest waterparks in the northern area. The park hosts an array of splash pads, water swings, and other swimming activities."
17. Lucknow Chowk,"3.5
 /5","5 km  from city center 
 
 17 out of 47 Places To Visit in Lucknow","Chowk market in Lucknow is one of those places of the city that are a window into its rich cultural heritage. Beginning from Chikan work to succulent kebabs, one can find it all at the Chowk market."
18. Dilkusha Kothi,"3.2
 /5","3 km  from city center 
 
 18 out of 47 Places To Visit in Lucknow","A hunting lodge converted into a summer palace for the royals, Dilkusha Kothi was built in 1800 by Major Gore in Baroque style. It faced major impact during the first war of independence and hence lies in a less than perfect state with just a few towers and walls standing."
19. Firangi Mahal,"3.2
 /5","4 km  from city center 
 
 19 out of 47 Places To Visit in Lucknow","Once belonging to a French businessman Neal, Firangi Mahal was transferred to the government treasury under the royal decree, which was then developed into an Islamic school by Aurangzeb's consultant and his brother."
20. Gautam Buddha Park Lucknow,,"4 km  from city center 
 
 20 out of 47 Places To Visit in Lucknow","Located in Hasanganj in Lucknow, Gautam Buddha Park is situated next to Hathi Park. Set up in 1980, this hot favourite among kids and adults, is replete with swings and slides based in lusk green lawns with blooming flowers."
21. Shahi Baoli,,"4 km  from city center 
 
 21 out of 47 Places To Visit in Lucknow","An intricate merge of Indian and Islamic architectural styles, the Shahi Baoli was formerly built as a reservoir for the society of the time. It was constructed between 1784 and 1795 by Nawab Asif-Ud-Din Daula and Kifayat-Ullah, one of the excellent architects of the time."
22. Janeshwar Mishra Park,,"5 km  from city center 
 
 22 out of 47 Places To Visit in Lucknow","Janeshwar Mishra Park is a newly constructed park, located in Gomti Nagar, Lucknow. Dedicated to the demised Samajwadi Party politician, Janeshwar Mishra, the park was opened to the public in 2014."
23. Chandrika Devi Temple,,"6 km  from city center 
 
 23 out of 47 Places To Visit in Lucknow","Situated in Aashiyana,  the Chandrika Devi Temple is dedicated to the Hindu Goddess Chandi. Adorning three heads, Chandrika Devi is a said to be a combined manifestation of Goddesses Kali, Lakshmi and Saraswati."
24. Aminabad,,"2 km  from city center 
 
 24 out of 47 Places To Visit in Lucknow","One of the most bustling and oldest shopping hubs of Lucknow, Aminabad is a famous market selling a wide range of products from clothes and jewellery to cosmetics, footwear and even books."
25. Fun Republic Mall,,"3 km  from city center 
 
 25 out of 47 Places To Visit in Lucknow","Located at Gomti Nagar in Lucknow, Fun Republic Mall is one of the most popular and one of the largest malls in the city. Launched in 2007 by the Zee Group, the mall is replete with a plethora of big brands outlets, food stalls, grocery shops, apparels & cosmetic stores."
26. Mankameshwar Mandir Lucknow,,"3 km  from city center 
 
 26 out of 47 Places To Visit in Lucknow","The Mankameshwar Mandir is situated on the banks of river Yamuna at Saraswati Ghat in Lucknow. A revered Hindu temple dedicated to Lord Shiva, this temple is the first to have had a woman priest."
27. Husainabad Clock Tower,"3.2
 /5","5 km  from city center 
 
 27 out of 47 Places To Visit in Lucknow","Standing tall adjacent to the Rumi Darwaza, the Husainabad Clock Tower was built in 1881 and since has been the tallest clock tower in India. It is 67 meters high, displaying Victorian-Gothic brilliance with a 14 feet long pendulum and a dial in the shape of a 12 petalled flower."
28. Jama Masjid Lucknow,,"7 km  from city center 
 
 28 out of 47 Places To Visit in Lucknow","Located in Tehseenganj, Jama Masjid is an Islamic place of worship built by King Mohammad Ali Shah Bahadur. Constructed in 1423, this ancient mosque hosted on an elevated square platform was built to outpass the grand Jama Masjid in Delhi."
29. Disney Water Wonder Park,,29 out of 47 Places To Visit in Lucknow,"Situated on the Kanpur-Lucknow Road, Disney Water Wonder Park is a water cum amusement park. Spread over 20 acres of land, the property is solely dedicated to fun, food and adventure. Offering myriad entertainment and recreational activities, it is one of the most loved parks in the city."
