visit_places,rating,city_names,visit_place_summary,distance_from_city_center,tokenized_summary
maidan,,kolkata,also known brigade parade ground maidan largest urban park kolkata humongous stretch land includes famous eden gardens several football stadiums race course kolkata,3,"['also', 'known', 'brigade', 'parade', 'ground', 'maidan', 'largest', 'urban', 'park', 'kolkata', 'humongous', 'stretch', 'land', 'includes', 'famous', 'eden', 'gardens', 'several', 'football', 'stadiums', 'race', 'course', 'kolkata']"
central park,,kolkata,also known banabitan central park second largest urban park maidan situated bidhannagar kolkata built around expansive lake park also rose garden another attraction beautiful butterfly garden,5,"['also', 'known', 'banabitan', 'central', 'park', 'second', 'largest', 'urban', 'park', 'maidan', 'situated', 'bidhannagar', 'kolkata', 'built', 'around', 'expansive', 'lake', 'park', 'also', 'rose', 'garden', 'another', 'attraction', 'beautiful', 'butterfly', 'garden']"
millenium park,,kolkata,spread area 25 kms banks river hooghly kolkata millenium park privately owned park situated strand road park beautiful landscaped gardens numerous slides swings kids,2,"['spread', 'area', '25', 'kms', 'banks', 'river', 'hooghly', 'kolkata', 'millenium', 'park', 'privately', 'owned', 'park', 'situated', 'strand', 'road', 'park', 'beautiful', 'landscaped', 'gardens', 'numerous', 'slides', 'swings', 'kids']"
deshapriya park,,kolkata,deshapriya park situated kalighat area south kolkata used playing outdoor games like cricket football etc amateur professional players addition durga puja celebrated large scale several pandals set premises celebrations,6,"['deshapriya', 'park', 'situated', 'kalighat', 'area', 'south', 'kolkata', 'used', 'playing', 'outdoor', 'games', 'like', 'cricket', 'football', 'etc', 'amateur', 'professional', 'players', 'addition', 'durga', 'puja', 'celebrated', 'large', 'scale', 'several', 'pandals', 'set', 'premises', 'celebrations']"
safari park,,kolkata,situated near gariahat golpark safari park one relatively smaller parks kolkata park also lake outskirts ideal early morning walks evening strolls smaller area side also used cricket coaching young kids park buzzing activity times day,7,"['situated', 'near', 'gariahat', 'golpark', 'safari', 'park', 'one', 'relatively', 'smaller', 'parks', 'kolkata', 'park', 'also', 'lake', 'outskirts', 'ideal', 'early', 'morning', 'walks', 'evening', 'strolls', 'smaller', 'area', 'side', 'also', 'used', 'cricket', 'coaching', 'young', 'kids', 'park', 'buzzing', 'activity', 'times', 'day']"
mohor kunja,,kolkata,also known citizens park mohor kunja urban park kolkata situated premises maidan highlight park several musical fountain concerts held also wellpaved walkways evening morning walks amphitheater hold cultural events,4,"['also', 'known', 'citizens', 'park', 'mohor', 'kunja', 'urban', 'park', 'kolkata', 'situated', 'premises', 'maidan', 'highlight', 'park', 'several', 'musical', 'fountain', 'concerts', 'held', 'also', 'wellpaved', 'walkways', 'evening', 'morning', 'walks', 'amphitheater', 'hold', 'cultural', 'events']"
elliot park,,kolkata,inaugurated 2004 elliot park one relatively newer parks developed city park joggers stretch 15 km besides lush green vegetation swings children water fountains,3,"['inaugurated', '2004', 'elliot', 'park', 'one', 'relatively', 'newer', 'parks', 'developed', 'city', 'park', 'joggers', 'stretch', '15', 'km', 'besides', 'lush', 'green', 'vegetation', 'swings', 'children', 'water', 'fountains']"
gitanjali sports complex,,kolkata,located kasba kolkata gitanjali sports complex newly established stadium city running length 575 metres stadium massive seating space 4000 people besides separate area indoor games gymnasium,7,"['located', 'kasba', 'kolkata', 'gitanjali', 'sports', 'complex', 'newly', 'established', 'stadium', 'city', 'running', 'length', '575', 'metres', 'stadium', 'massive', 'seating', 'space', '4000', 'people', 'besides', 'separate', 'area', 'indoor', 'games', 'gymnasium']"
kishore bharati krirangan,,kolkata,kishore bharati kirangan multi purpose stadium situated south kolkata neighbourhood santoshpur seating capacity 12000 people stadium mostly used football sometimes sports well,9,"['kishore', 'bharati', 'kirangan', 'multi', 'purpose', 'stadium', 'situated', 'south', 'kolkata', 'neighbourhood', 'santoshpur', 'seating', 'capacity', '12000', 'people', 'stadium', 'mostly', 'used', 'football', 'sometimes', 'sports', 'well']"
salt lake stadium,,kolkata,known vivekananda yuva bharati krirangan salt lake stadium international multipurpose stadium bidhannagar kolkata stadium takes pride largest stadium country accommodate upto 120000 people,5,"['known', 'vivekananda', 'yuva', 'bharati', 'krirangan', 'salt', 'lake', 'stadium', 'international', 'multipurpose', 'stadium', 'bidhannagar', 'kolkata', 'stadium', 'takes', 'pride', 'largest', 'stadium', 'country', 'accommodate', 'upto', '120000', 'people']"
rabindra sarobar stadium,,kolkata,rabindra sarobar stadium situated centre city kolkata rabindra sarovar believed oldest stadiums city stadium seating capacity 20000 people host important football matches,7,"['rabindra', 'sarobar', 'stadium', 'situated', 'centre', 'city', 'kolkata', 'rabindra', 'sarovar', 'believed', 'oldest', 'stadiums', 'city', 'stadium', 'seating', 'capacity', '20000', 'people', 'host', 'important', 'football', 'matches']"
mohunbagan stadium,,kolkata,mohunbagan stadium oldest first stadium country also place inception famous mohunbagan club stadium considered best kolkata emerald green grass cover imported brazil,0,"['mohunbagan', 'stadium', 'oldest', 'first', 'stadium', 'country', 'also', 'place', 'inception', 'famous', 'mohunbagan', 'club', 'stadium', 'considered', 'best', 'kolkata', 'emerald', 'green', 'grass', 'cover', 'imported', 'brazil']"
netaji indoor stadium,,kolkata,officially named netaji subhash chandra bose indoor stadium netaji indoor stadium multipurpose indoors stadium babughat kolkata opposite eden gardens fully airconditioned stadium used host various domestic international events,2,"['officially', 'named', 'netaji', 'subhash', 'chandra', 'bose', 'indoor', 'stadium', 'netaji', 'indoor', 'stadium', 'multipurpose', 'indoors', 'stadium', 'babughat', 'kolkata', 'opposite', 'eden', 'gardens', 'fully', 'airconditioned', 'stadium', 'used', 'host', 'various', 'domestic', 'international', 'events']"
tiger hill,4.5,darjeeling,lying altitude 2590 meters distance 13 kilometres away darjeeling tiger hill famous splendid sights sunrise see peaks kanchenjunga illuminate sun seen lower elevations magnificent view snowcapped mountains sitting amidst cotton clouds attracts tourists tiger hill country,6,"['lying', 'altitude', '2590', 'meters', 'distance', '13', 'kilometres', 'away', 'darjeeling', 'tiger', 'hill', 'famous', 'splendid', 'sights', 'sunrise', 'see', 'peaks', 'kanchenjunga', 'illuminate', 'sun', 'seen', 'lower', 'elevations', 'magnificent', 'view', 'snowcapped', 'mountains', 'sitting', 'amidst', 'cotton', 'clouds', 'attracts', 'tourists', 'tiger', 'hill', 'country']"
darjeeling himalayan railway,4.8,darjeeling,darjeeling himalayan railway also referred dhr lovingly called darjeeling toy train 2 feet narrow gauge train runs new jalpaiguri darjeeling west bengal india journey darjeeling toy train amazing sights pleasing mountain views pass villages local shops way children merrily waving,20,"['darjeeling', 'himalayan', 'railway', 'also', 'referred', 'dhr', 'lovingly', 'called', 'darjeeling', 'toy', 'train', '2', 'feet', 'narrow', 'gauge', 'train', 'runs', 'new', 'jalpaiguri', 'darjeeling', 'west', 'bengal', 'india', 'journey', 'darjeeling', 'toy', 'train', 'amazing', 'sights', 'pleasing', 'mountain', 'views', 'pass', 'villages', 'local', 'shops', 'way', 'children', 'merrily', 'waving']"
batasia loop,4.7,darjeeling,perhaps one picturesque train routes darjeeling batasia loop lush green toy train pathway meant minimise elevation darjeeling himalayan railway unique design magnificent attraction allows track wrap around hilltop tunnel,3,"['perhaps', 'one', 'picturesque', 'train', 'routes', 'darjeeling', 'batasia', 'loop', 'lush', 'green', 'toy', 'train', 'pathway', 'meant', 'minimise', 'elevation', 'darjeeling', 'himalayan', 'railway', 'unique', 'design', 'magnificent', 'attraction', 'allows', 'track', 'wrap', 'around', 'hilltop', 'tunnel']"
tea plantations darjeeling,4.6,darjeeling,black green oolong tea synonymous darjeeling view majestic kanchenjunga 80 tea plantations darjeeling spread across slopes valleys tourist trap visit least one tea garden crucial tourists agenda covering 17500 hectares land tea cultivation one major activities picturesque hill station,1,"['black', 'green', 'oolong', 'tea', 'synonymous', 'darjeeling', 'view', 'majestic', 'kanchenjunga', '80', 'tea', 'plantations', 'darjeeling', 'spread', 'across', 'slopes', 'valleys', 'tourist', 'trap', 'visit', 'least', 'one', 'tea', 'garden', 'crucial', 'tourists', 'agenda', 'covering', '17500', 'hectares', 'land', 'tea', 'cultivation', 'one', 'major', 'activities', 'picturesque', 'hill', 'station']"
padmaja naidu himalayan zoological park,4.6,darjeeling,padmaja naidu zoological park splendid enclosure darjeeling housing wide variety animals also known darjeeling zoo animals kinds huge centre attraction animal lovers nature enthusiasts zoo known internationally breeding conservation programs also includes offdisplay breeding centre snow leopards red pandas,2,"['padmaja', 'naidu', 'zoological', 'park', 'splendid', 'enclosure', 'darjeeling', 'housing', 'wide', 'variety', 'animals', 'also', 'known', 'darjeeling', 'zoo', 'animals', 'kinds', 'huge', 'centre', 'attraction', 'animal', 'lovers', 'nature', 'enthusiasts', 'zoo', 'known', 'internationally', 'breeding', 'conservation', 'programs', 'also', 'includes', 'offdisplay', 'breeding', 'centre', 'snow', 'leopards', 'red', 'pandas']"
darjeeling ropeway,4.5,darjeeling,darjeeling renowned across world one picturesque hill stations one witness myriad exquisite landscapes glorious snowcapped mountains charming valley replete verdant tea estates reason darjeeling ropeway finds prime attraction darjeeling giving passengers array divine panoramic views travel across magical valley,3,"['darjeeling', 'renowned', 'across', 'world', 'one', 'picturesque', 'hill', 'stations', 'one', 'witness', 'myriad', 'exquisite', 'landscapes', 'glorious', 'snowcapped', 'mountains', 'charming', 'valley', 'replete', 'verdant', 'tea', 'estates', 'reason', 'darjeeling', 'ropeway', 'finds', 'prime', 'attraction', 'darjeeling', 'giving', 'passengers', 'array', 'divine', 'panoramic', 'views', 'travel', 'across', 'magical', 'valley']"
kanchenjunga,4.8,darjeeling,third highest peak world majestic kanchenjunga also spelt kangchenjunga one stunning mountains surrounded nepal sikkim tibet mt kanchenjunga first scaled 1955 since declared sacred kanchenjunga tibetan name means five treasures high snow,,"['third', 'highest', 'peak', 'world', 'majestic', 'kanchenjunga', 'also', 'spelt', 'kangchenjunga', 'one', 'stunning', 'mountains', 'surrounded', 'nepal', 'sikkim', 'tibet', 'mt', 'kanchenjunga', 'first', 'scaled', '1955', 'since', 'declared', 'sacred', 'kanchenjunga', 'tibetan', 'name', 'means', 'five', 'treasures', 'high', 'snow']"
darjeeling peace pagoda,4.6,darjeeling,located slopes jalapahar hills darjeeling peace pagoda japanese peace pagoda one peace pagodas designed establish unity harmony goodwill amongst people belonging different sects society famous tranquillity offers stunning views snowclad peaks including kanchenjunga peak making ideal place peace nature lovers,2,"['located', 'slopes', 'jalapahar', 'hills', 'darjeeling', 'peace', 'pagoda', 'japanese', 'peace', 'pagoda', 'one', 'peace', 'pagodas', 'designed', 'establish', 'unity', 'harmony', 'goodwill', 'amongst', 'people', 'belonging', 'different', 'sects', 'society', 'famous', 'tranquillity', 'offers', 'stunning', 'views', 'snowclad', 'peaks', 'including', 'kanchenjunga', 'peak', 'making', 'ideal', 'place', 'peace', 'nature', 'lovers']"
himalayan mountaineering institute,4.5,darjeeling,located darjeeling himalayan mountaineering institute recognized one best mountaineering institutes world established 4th november 1954 primary purpose initiative encourage enhance support interest people sport mountaineering channel abundant energy youth productive selfawarding sport,2,"['located', 'darjeeling', 'himalayan', 'mountaineering', 'institute', 'recognized', 'one', 'best', 'mountaineering', 'institutes', 'world', 'established', '4th', 'november', '1954', 'primary', 'purpose', 'initiative', 'encourage', 'enhance', 'support', 'interest', 'people', 'sport', 'mountaineering', 'channel', 'abundant', 'energy', 'youth', 'productive', 'selfawarding', 'sport']"
chowrasta darjeeling,4.4,darjeeling,chowrasta located heart darjeeling vibrant bustling public square serves towns main focal point literally translating four roads chowrasta flat open space four major roads converge offering panoramic views surrounding hills majestic kanchenjunga mountain range lively promenade favorite among locals tourists alike providing charming retreat unwind soak serene atmosphere,0,"['chowrasta', 'located', 'heart', 'darjeeling', 'vibrant', 'bustling', 'public', 'square', 'serves', 'towns', 'main', 'focal', 'point', 'literally', 'translating', 'four', 'roads', 'chowrasta', 'flat', 'open', 'space', 'four', 'major', 'roads', 'converge', 'offering', 'panoramic', 'views', 'surrounding', 'hills', 'majestic', 'kanchenjunga', 'mountain', 'range', 'lively', 'promenade', 'favorite', 'among', 'locals', 'tourists', 'alike', 'providing', 'charming', 'retreat', 'unwind', 'soak', 'serene', 'atmosphere']"
sandakphu trek,4.5,darjeeling,sandakphu peak 11941 feet highest peak west bengal highest peak singalila ridge darjeeling district almost near border nepal located close singalila national park sandakphu highest peak west bengal gives spectacular view four five highest peaks world,27,"['sandakphu', 'peak', '11941', 'feet', 'highest', 'peak', 'west', 'bengal', 'highest', 'peak', 'singalila', 'ridge', 'darjeeling', 'district', 'almost', 'near', 'border', 'nepal', 'located', 'close', 'singalila', 'national', 'park', 'sandakphu', 'highest', 'peak', 'west', 'bengal', 'gives', 'spectacular', 'view', 'four', 'five', 'highest', 'peaks', 'world']"
