visit_places,rating,city_names,visit_place_summary
34. Himayat Sagar Lake,,"20 km  from city center 
 
 34 out of 102 Places To Visit in Hyderabad","Himayat Sagar Lake is named after one of the last Princes of Hyderabad, Himayat Ali Khan. It is an artificial lake and lies parallel to Osman Sagar Lake. The scenic beauty of the lake cannot be overstated. Along with people, it also attracts a wide variety of birds. It is a perfect location to hike and explore nature. The road encircling the lake is perfect for a drive with a view of the sunrise or the sunset."
35. NTR Gardens,,"4 km  from city center 
 
 35 out of 102 Places To Visit in Hyderabad","Located adjacent to the Hussain Sagar Lake in Hyderabad, NTR Gardens is a tiny but gorgeous park dotted with brightly coloured plants and tall trees. Boasting of well-groomed landscaping, ornate lamp posts and brilliant water fountains, the NTR Gardens park also has a souvenir shop, toy train, freefall, restaurants and variety of fun activities."
36. Ratnalyam Temple,"3.7
 /5","28 km  from city center 
 
 36 out of 102 Places To Visit in Hyderabad","Located on the outskirts of Hyderabad, the Ratnalayam Temple is the seat of Lord Venkatesha and his consorts, Goddess Padmavati and Goddess Andal. It also contains temples devoted to Lord Ganesha, Lord Hanuman and Vasavi Kanyaka Parameshwari Devi. It is famous for the fountains devoted to scenes from mythology such as the one of Lord Vishnu resting on adhishesha along with his wives. You can take a taxi, Ola or Uber from any part of the city to this temple."
37. Shilparamam Uppal,"3.6
 /5","7 km  from city center 
 
 37 out of 102 Places To Visit in Hyderabad","Shilparamam Uppal, also called Mini Shilparamam, is a handicraft flea market and a village themed entertainment park. Spanning nearly 8 acres on the banks of river Musi in Hyderabad, it is a centre of the arts. It has handicraft and handloom stalls, and many photo spots such as an artificial waterfall and a food court."
38. Chilkur Balaji Temple,"4.2
 /5","20 km  from city center 
 
 38 out of 102 Places To Visit in Hyderabad","Chilkur Balaji Temple is situated in the picturesque village of Chilkur, about 30kms from Hyderabad. It is also called the VISA Temple because it is believed that paying your obeisance to the presiding deity, Lord Balaji Venkateswara, along with Sridevi and Bhoodev can grant your wishes of gaining a USA Visa!"
39. Iskcon Hyderabad,"3.7
 /5","1 km  from city center 
 
 39 out of 102 Places To Visit in Hyderabad","ISKON temple of Hyderabad is located in the Nampally region. The main deity in the temple is Lord Krishna. One can also see idols of Sri Gaura-Nitai, Sri Jagannatha Baladeva-Subhadra and Sri Radha Madana-Mohana."
40. Tank Bund,"3.9
 /5","3 km  from city center 
 
 40 out of 102 Places To Visit in Hyderabad","Tank Bund is a road that stretches between Hyderabad and Secunderabad, connecting the two major cities. It borders the Hussain Sagar Lake on one end which contains the famous monolith of Gautam Buddha in the middle. The view of the lake is breathtaking at night when the statue lights up. It is popular for night drives and the many parks and gardens that border Tank Bund makes for popular picnic spots."
41. Forum Sujana Mall,,"15 km  from city center 
 
 41 out of 102 Places To Visit in Hyderabad","Located in Kukatpally in Hyderabad, Forum Sujana Mall is a shopping mall mostly popular for the launching of its big brand store- Zara."
42. Sanjeevaiah Park,,"5 km  from city center 
 
 42 out of 102 Places To Visit in Hyderabad","Spread over 92 acres on land on the banks of Hussain Sagar Lake, Sanjeevaiah Park is dedicated to the former President of India Dr Neelam Sanjeeva Reddy. Replete with lush green trees, flowering shrubs, fountains and glossy grass lawns, the park is the perfect place to rewind and rejuvenate from the daily routined life."
43. Mecca Masjid,"4.2
 /5","3 km  from city center 
 
 43 out of 102 Places To Visit in Hyderabad","Mecca Masjid in Hyderabad is one of the oldest and largest mosques in the city. The bricks used here are believed to be from Mecca, and hence the name. Its interiors are a testament to the grandeur of the rulers of the Quli dynasty."
44. Sudha Cars Museum,,"5 km  from city center 
 
 44 out of 102 Places To Visit in Hyderabad",Sudha Cars Museum is a private museum established in 2010 by Kanyaboyina Sudhakar who displayed hand made cars created by him. All cars have been personally designed to look like everyday objects.
45. Purani Haveli,"3.7
 /5","2 km  from city center 
 
 45 out of 102 Places To Visit in Hyderabad","Originally built to serve as the home to the Peshwa of Mohammed Quli Qutub Shah, Mir Momen, Purani Haveli is converted into a museum known for its remarkable exhibits of artwork and talent. It houses a fascinating collection of items gifted to Mir Osman Ali Khan, the seventh Nizam of Hyderabad."
46. Amaravathi,"3.2
 /5","9 km  from city center 
 
 46 out of 102 Places To Visit in Hyderabad",It is famous for its Amareswara temple dedicated to Lord Shiva. The temple is one of the famous Pancharamas.
47. Durgam Cheruvu,"3.7
 /5","11 km  from city center 
 
 47 out of 102 Places To Visit in Hyderabad","Durgam Cheruvu is a serene and picturesque lake which once served as a water source for the Golconda fort. It is a lively and vibrant spot for pedal boating, camping, and trekking. The historical lake is also popular for its sunrise and sunset views."
48. Paigah Tombs,,"5 km  from city center 
 
 48 out of 102 Places To Visit in Hyderabad","Located in the suburbs of Pisal Banda in Hyderabad, Paigah Tombs are a group of tombs of the Paigah royal family. Although now in a derelict and dilapidated state, the Paigah Tombs still boast of striking architecture and marvellously carved marble panels."
49. Sanghi Temple,,"24 km  from city center 
 
 49 out of 102 Places To Visit in Hyderabad","Said to be a replica of the Tirumala Temple, the Sanghi Temple is dedicated to Hindu God Venkateswara. It situated about 35 kms from Hyderabad in Sanghi Nagar. Perched atop the Parmanand Giri Hill, it has a magnificent gopuram and boasts of marvellous architecture."
50. GVK One Mall,,"6 km  from city center 
 
 50 out of 102 Places To Visit in Hyderabad",GVK One is a gigantic shopping mall situated in Banjara Hills area of Hyderabad. The highlight of the mall is the massive Shoppers Stop outlet sprawling over three floors.
51. Aero Plaza Hyderabad Airport,"3.9
 /5","13 km  from city center 
 
 51 out of 102 Places To Visit in Hyderabad","The Aeroplaza is located within the main terminal of the Rajiv Gandhi International Airport and is a hub for all things food. It has many restaurants from fast-food joints to breweries and pubs like Buffalo Wild Wings, Barley & Grapes and Sip of Sky. It has become a popular nightlife spot in Hyderabad as most of the eateries are open till late at night."
52. Buddha Statue Hyderabad,,"13 km  from city center 
 
 52 out of 102 Places To Visit in Hyderabad",Hyderabad is home to the world’s tallest Buddha Monolith erected on Gibraltar Rock in the middle of Lake Hussain Sagar. It is made of solid granite rock found in the nearby mountains and was sanctified by the Dalai Lama in 2006. It is close to the Lakdi Ka Pul metro station and the best time to visit is in the evening when the statue is lit up in beautiful colours. Boating and other water-based activities like jet skiing and parasailing are also available.
1. Pakhal Lake,"4.2
 /5","44 km  from city center 
 
 1 out of 22 Places To Visit in Warangal","Around 50 km away from Warangal city is the beautiful Pakhal Lake which is spread over an area of 30 sq km. Set amidst the lush green forests and hills, the human-made lake forms a highly picturesque location.The lake also borders a wildlife sanctuary located at its shore. The chirping of birds mingled with rejuvenating breeze and tranquillity makes it a favourite spot for picnics and nature enthusiasts."
2. Thousand Pillar Temple,"4.2
 /5","1 km  from city center 
 
 2 out of 22 Places To Visit in Warangal","The Thousand Pillar Temple is an ancient temple that is tucked away in a small town named Hanamakonda in the vibrant state of Telangana. As the name suggests, the temple has over one thousand pillars, some of which are a part or extension of adjacent pillars! These pillars are so tightly knit, they practically form the walls of the temple. Constructed in a star-shaped architecture, the Thousand Pillars Temple is a popular pilgrimage centre which welcomes more than 1000 devotees almost every day. The temple also contains a huge monolith Nandi, made up of black basalt stone. The three shrines located in the temple are together known as Trikootalayam."
3. Ramappa Temple,"4.2
 /5","47 km  from city center 
 
 3 out of 22 Places To Visit in Warangal","Ramappa Temple, was constructed in the architectural style unique to South India during the Kakatiya rule in the 12th century. This temple is revered a lot by the Hindu community and is considered to be the greatest gift to its future generations by the Kakatiya Kings."
4. Warangal Fort,"4.2
 /5","6 km  from city center 
 
 4 out of 22 Places To Visit in Warangal","A prominent landmark of the Telangana state and an apt example of architectural excellence and historical richness of the yore, the Warangal fort is situated in Warangal. The city is also known as Oru Kallu, which means 'a single stone'. Locals believe the city was built on a single rock in the medieval era. Sprawlingly spread across a stretch of 19 km between Warangal & Hanamkonda, this 12th-century fort is a prominent historical attraction in Telangana. Every year thousands of enthusiastic tourists flock in to witness the historical and architectural marvel of this region."
